toinc,ttotex
305600,285251
205200,180802
270365,273657
173200,177311
157100,170036
180922,178899
181400,195888
122825,111678
211700,230045
442146,348855
103463,113563
216966,218398
1356856,1113090
338830,157571
291300,308778
311800,291585
173785,161548
234685,200385
185800,181699
253768,290572
738359,739879
617320,777803
288603,256978
565651,471703
556440,535121
458765,479119
340071,301361
327230,310267
104248,98296
243746,257467
731905,551880
865816,967172
721702,350782
331870,300572
224417,203180
359895,380628
869192,864380
674466,735741
386160,341518
553560,417971
375750,323119
446550,454512
498068,364048
846800,830674
422472,431079
903468,634554
1072625,1074453
896600,757394
911658,954783
247350,294550
893492,918879
808040,610862
621400,434901
549687,469595
143368,172546
1476050,1265849
288700,279954
605800,491175
302144,284068
628238,637295
678000,633687
865000,748295
570324,479143
343280,265867
163100,136189
1606528,1374947
232250,210801
456500,422828
462000,529060
38970,53442
284694,284148
388545,327797
143240,135909
225640,230583
345550,391671
400065,393146
476000,444685
680038,437109
447600,445510
484476,466499
381780,353822
829622,802470
786416,674855
640710,518098
490781,513109
314793,348012
343572,394681
493966,447429
776463,719058
222226,176974
287168,261275
671062,607994
649811,632525
304200,296599
903753,835627
560706,645068
171480,182331
88800,91995
311247,298512
459400,439300
119400,124366
351236,314470
76800,79902
811845,763008
115986,151285
149850,145583
252321,256949
837866,663068
521750,476665
358595,350847
1066720,990048
1150680,928091
626910,582787
390072,399945
753700,747297
348000,302754
285000,362153
433500,406971
483742,390617
488800,443371
322500,327063
378900,346495
745412,577299
777436,794012
694800,605490
372448,382457
356122,306932
201522,200875
525622,433989
500362,320033
330158,317380
344450,238668
345211,218082
300670,277125
633078,468067
325424,300155
350588,324832
446586,369564
421120,374274
359468,354861
537002,459223
291545,277255
763932,648897
918798,990812
254840,285224
195780,202199
268805,287721
468258,489425
263688,235954
466716,370796
165088,164381
349240,363295
241246,254592
84816,79253
374470,306163
648481,516258
281768,274643
227816,231165
210158,220881
188300,180121
139358,153126
393836,476712
282200,268682
258350,246379
163368,169469
227640,301544
264644,260153
225600,230390
399508,346152
166716,154635
231810,241547
267552,264910
277012,271186
97500,114614
167844,211055
165200,194372
163952,155358
225300,227853
250000,220879
271022,275718
147516,151219
134316,149222
305916,215026
190116,224648
393356,319992
281380,275725
242750,275633
67565,65986
42956,37188
529546,499611
365885,320171
102184,88948
155806,120153
319000,235646
326900,301306
38198,36190
347920,334612
99066,109267
340619,407510
187983,187711
358044,361931
612974,453805
430402,376043
344964,298907
348984,379868
170800,216844
409524,310492
536224,440680
552708,492747
718242,482456
354000,328224
386800,395275
247800,232849
531188,322901
422100,398592
155600,143297
143238,121394
168500,161931
137600,142711
193000,193551
134310,128126
381500,339279
339660,331442
169814,146836
222060,244641
243236,225154
364148,317809
174600,169163
268216,238522
115400,135972
191236,196405
148440,178470
209804,237759
495834,412927
364368,368849
206070,198137
300036,304387
258762,277308
344000,228187
185700,184645
309800,276877
322160,270510
157150,111254
199000,182510
445020,440368
174720,202272
384086,313479
384600,386388
453500,425171
326400,276489
451700,455950
181896,164161
784000,764326
363550,383576
456220,426138
298636,245700
129620,110324
378620,334991
340000,271378
773198,690440
196836,222788
275945,225214
511200,432486
184960,169017
235062,167537
135605,144853
333100,269712
232484,180725
194896,183610
369618,309138
83740,80749
258005,270079
287950,269948
338411,287010
1126328,940543
123260,126555
181549,207344
232441,176073
504076,451318
236632,228361
198363,221923
143500,164925
184078,185782
102766,100323
196700,194307
275138,262958
80450,110407
304128,290733
312000,319805
104956,101159
784688,708799
363345,349055
196380,185836
545660,474731
172958,202685
1323460,933193
458820,542760
120923,131405
310872,287399
189514,164834
414184,339244
310000,295165
283800,246263
274036,286924
832800,366745
281500,297618
345036,324217
144437,156780
56094,46532
215758,128826
159295,141398
140240,148637
1073459,654019
355359,322989
93413,120277
359727,224208
87905,99408
115244,118587
57865,63034
55555,60413
154691,199784
268491,243484
368121,261694
322308,295227
296533,210155
149105,169948
273498,217133
133085,152713
136080,146066
262310,115738
369858,383718
206292,248399
583293,279916
260411,163231
137402,120669
1127724,1010099
275464,227460
505877,395012
779351,817108
428150,426181
177962,197924
198617,177995
166578,170213
76204,67097
222934,160425
112260,103519
66443,56712
201932,131869
210455,219011
168525,190104
69783,83924
927593,440341
50962,44405
70947,74174
120750,128026
277327,181938
118875,116207
85520,121694
157029,175830
72625,74807
63598,66342
292787,189039
118875,131962
24452,26397
233300,291304
525682,327278
195806,142553
104914,83201
118295,131251
920420,545197
149202,173792
159462,153452
59547,75018
526006,298128
99399,129553
214442,202909
59644,53593
72161,85174
141790,162395
175199,150096
156464,101557
90356,110798
110147,142263
74656,73092
246048,219179
145870,64136
141236,172843
312113,228463
121264,128076
399427,378200
54666,63888
44388,48956
494212,227900
860862,653239
217658,234862
119065,130535
283136,182240
44509,35759
113007,133157
52333,61325
82045,79598
46968,55499
324792,339736
127303,121023
139040,159306
60270,52218
332580,256538
82417,63298
132669,135193
89241,89521
173295,160875
64386,46822
85420,105205
128183,148491
210241,150048
77704,92177
125146,156329
195280,145113
39901,49747
370195,289263
89843,133633
139804,157150
236478,211177
84548,86531
58633,52543
84032,81171
127865,125454
76711,71652
103244,90611
79739,76906
92860,70384
83298,55643
72227,75263
141581,105795
90889,85866
183190,199174
369199,317314
201285,207600
140053,188137
639296,375545
198663,204135
196035,217280
335236,327987
145164,114662
47525,45361
179174,178432
89232,101732
178085,194155
398002,392101
145747,166946
185170,132992
85361,81916
316839,283871
140849,100711
161889,141913
61584,63536
195850,170137
117269,123041
266555,201813
146756,138089
215187,220874
290772,250369
88081,83133
675298,424032
134797,88240
140345,144935
206954,180859
394582,332383
168032,181536
101207,103645
93896,76968
91813,69261
29692,22387
188847,182453
76486,74132
73554,63430
276556,353471
150077,125959
123477,120315
124230,145818
155723,143004
172708,161086
93974,84102
100259,109714
140697,141317
102542,99390
177664,160108
128791,106758
285239,273016
113815,107120
145121,126341
213923,204517
249481,293306
98027,123176
219401,213861
69872,71452
126047,116326
66815,69813
186799,179179
150609,131282
209448,233480
138117,126438
41523,47318
86459,110824
303501,302725
181239,203007
100025,96070
245444,215021
137415,131008
179528,176554
125460,81149
90095,93055
43255,39438
69162,69749
208114,175514
155905,125550
58365,55789
138991,147051
129688,182266
139887,132534
138945,119968
98249,99850
120332,139618
139106,163069
100547,96945
93317,96857
93835,91232
143213,108621
96045,83809
95620,91384
100807,111333
50299,60271
50200,47644
37922,41496
76368,78572
87248,98569
107774,128779
80870,75070
66594,66471
321300,299588
184660,174439
100713,71634
76318,72648
91431,85920
93491,93582
36390,31906
107479,108893
114334,107412
94366,84354
151372,112749
120461,123922
41306,27163
97712,106350
289126,287347
176786,154263
221696,198593
76343,75112
71586,65847
120242,116264
211210,128278
97866,95502
147499,150366
179311,171124
109590,91843
744980,179996
149758,132664
119536,119989
180050,149233
111042,106235
192126,195473
1000256,753375
166333,167048
124771,118006
124501,120201
183264,191349
486301,456491
224947,206468
222800,271324
107147,116425
130696,122334
125705,149329
403866,372671
461272,340401
123131,120518
114869,106905
109855,103172
76201,77143
144452,168558
55292,51798
175442,131289
1462529,785294
545960,371970
60124,51490
96898,85870
99153,106893
115559,129059
93125,72529
145874,135154
166180,172746
173657,253249
215932,198774
149400,163483
187435,189345
57695,63705
120996,103670
91164,86349
56451,59884
96333,93331
96685,95622
110496,97082
392191,258617
95051,94973
128995,104262
123751,121214
79586,79538
144732,145531
319167,192957
203112,144502
235536,203938
123369,100389
352664,234549
204494,124798
93376,86099
117894,113772
110045,95559
646012,407773
142581,95212
60980,52899
109818,79679
83039,89910
84715,82270
195562,191016
94575,98444
392252,210641
96418,86483
110958,106260
187718,220883
465433,338184
33973,34880
181457,207022
76365,88762
169856,171059
215663,221241
156992,148055
86947,83975
150222,160629
101134,124087
86537,100973
205970,207737
110644,101399
175172,188369
99827,115592
50851,50728
37532,41719
78232,77413
129677,132701
87622,69985
108203,97887
187754,184064
79640,77881
71277,70264
107375,78582
98193,91743
71719,74292
263317,103267
44339,41352
119832,121173
107372,98594
102778,91806
103390,93462
198934,111953
82345,95771
91601,83260
82185,75284
93014,94750
92316,102770
51784,49422
38895,41413
78774,87332
419904,374295
943608,602030
89361,125518
55352,54987
94068,98158
81717,84706
51386,46800
333728,212978
140062,137202
112383,107874
74072,53457
77519,74391
72545,67990
74445,72480
72768,71835
35863,56614
64884,53500
55102,42767
656133,547753
77274,69896
300365,345589
95048,81711
51389,45381
51621,51086
88456,88806
95518,113121
102495,76093
107187,138403
104656,88494
65610,62912
52840,51181
94813,104181
24825,20709
94600,91327
72401,50398
163744,157692
80128,74641
86433,88482
129645,156027
119510,116834
90484,85633
112637,125135
115696,105458
70026,64017
118505,123776
111962,131286
56260,66218
116240,102223
34291,27268
85974,78147
49767,72352
102252,100039
121330,105005
93490,93961
91800,100859
61025,70674
382882,287273
81879,80979
122549,148158
75950,82279
112011,107559
84455,66194
112888,105343
96968,109034
104413,106818
676530,476260
664191,509165
126618,116781
158815,151197
329120,275612
270402,458835
259843,215353
203342,192756
144779,126020
89133,95111
392819,197494
89140,96074
140333,136684
107365,109083
104708,58073
94309,90448
112947,102114
97022,98130
84912,91467
54704,52833
92838,100487
74722,70768
69142,69080
77505,83666
62362,61138
142541,117975
193988,199676
95146,62832
78822,77842
87683,80906
83691,84185
71182,70579
92326,88660
39981,34501
85934,61730
23223,19575
88741,94720
78944,78743
82025,74439
215666,180601
95085,92836
75455,79441
19541,17320
104768,102214
172186,138970
85396,82735
82339,83407
139272,128741
113168,103214
33650,27316
39520,29842
83441,99455
142631,135288
114099,113192
65500,62391
109534,139057
111630,134756
219599,216966
114004,133737
107508,115559
50437,58592
132609,132911
127654,123293
133817,141230
165496,161236
140566,148576
143100,148576
184049,161011
128114,110643
240524,180476
169610,168068
231015,173260
87027,85867
84101,81563
139891,131598
59568,60071
94479,78727
109620,118448
137443,131573
54569,41934
113201,113807
102292,97857
93996,95893
53622,56706
117028,112443
94643,102267
96009,125147
77398,77772
103271,103736
59085,57263
127881,133040
105590,110023
115045,122314
83164,71331
89555,79293
43737,51781
129915,76400
88826,70180
63946,48124
24638,18839
59462,34546
37213,27324
81471,75534
104837,114156
51983,35855
570416,321859
151985,83568
57476,45890
40528,37814
61476,56166
101037,63430
159935,86755
98828,75829
345239,121838
299829,209635
182828,146308
160569,124216
804600,316545
97880,79500
68200,55493
80932,32418
136111,91573
129305,107629
57266,32377
59199,55370
547333,322778
713915,445657
81413,71261
36715,34255
72559,67227
68602,65268
62945,57822
29413,26064
58892,39270
131520,64507
89292,76867
301667,250271
86260,86896
335552,155282
117452,86101
80111,74701
106665,84295
174240,151595
273107,197784
117918,112275
264644,181848
121697,124997
320110,173770
494243,353056
199264,130701
518410,365871
543636,433509
445776,390223
941839,476479
378852,394778
438979,324845
75626,69336
94792,106987
218255,169887
123215,80290
86962,79537
69599,61119
108423,99169
39441,36107
261657,238220
159672,105283
145019,125894
46790,46039
80172,65547
136483,87238
129898,101053
29867,22140
127598,127240
166519,71355
91495,84299
104231,65426
190260,162054
157948,112124
287764,169111
119428,72212
118220,163278
87316,88139
69038,71942
588832,435513
90706,50307
575700,286625
28260,32028
63108,44779
54624,43792
60325,59144
28630,30147
127928,135699
323381,320877
75351,76717
168011,162520
47974,53345
174527,134873
174899,161946
92179,82133
362000,241031
103686,85208
116614,109852
119089,111522
145904,137823
178200,161249
194596,177144
270052,238355
134379,122468
128811,103695
70509,67682
66569,56268
374600,175875
65870,65968
237096,230931
387630,280090
118030,94572
289250,224225
130381,111688
167061,147873
101615,102594
229950,169256
127795,136846
382620,343623
127886,144003
233851,169423
223490,179615
126626,99153
73961,64247
122417,123937
181482,166500
200385,163357
508064,403134
822680,658513
374759,312976
863360,641567
100839,98244
436798,341719
108711,89108
98922,90743
85500,63989
133072,107247
62147,43814
220920,228333
119860,107594
227857,206908
213240,169358
1033700,515967
55202,53593
174337,214029
106200,89295
87300,74315
137000,93088
349298,317644
135300,83559
231580,253437
185698,134078
159734,110274
53960,51212
125440,110038
79800,55331
92279,53267
143189,130954
58012,38415
50173,44103
181060,99314
194910,74674
82006,70650
259967,146210
533320,394590
225323,143924
443730,256256
220722,170732
140065,153015
527291,433627
641570,504314
351554,172055
98688,76538
106952,103342
66662,65805
118973,112301
90614,93458
103948,100193
78345,81810
391410,271229
210220,100387
55106,57661
113092,114909
121159,89058
209398,127465
471382,250470
76298,59204
73609,69547
178028,119354
425092,239998
47661,33628
258870,180013
104055,75234
62905,52003
157661,108491
208110,122359
17913,16981
129640,108744
100384,47291
177410,95102
287487,121120
193000,134080
140816,100350
84256,68753
104560,95156
68480,67787
272669,152741
84230,65621
224813,131193
66111,73671
112950,118041
81924,88719
151249,164554
78447,55394
114509,87808
113221,55119
65532,63342
84665,76910
203828,119290
152601,153768
441116,390172
144597,97165
32820,27433
67760,89751
260552,171161
124501,53027
53838,48551
116197,113329
127791,137779
572747,243619
181952,138236
443405,319328
26832,24644
91223,91123
84622,66029
114425,109877
51161,29902
125112,66646
58064,51428
176680,120870
57851,38772
92385,84249
128030,92078
115711,95123
84406,76116
162931,118841
188080,121820
167118,101867
309914,187761
56257,39625
458299,285175
114890,72889
146145,98188
210571,141825
1118691,1073295
169463,101148
147001,128988
121269,98481
1123471,639880
86718,46670
165972,109164
211086,143784
130145,113544
145280,123539
96166,80190
130190,123890
452868,159400
520186,631288
677084,415015
144361,126645
384800,304895
269930,153297
842938,280916
86704,77890
85955,56372
38655,39640
60255,50184
266600,186304
119199,69031
197980,211634
90690,70769
99027,84009
53665,56786
69978,46773
141786,115863
716328,574253
73215,69757
88299,69717
96555,66860
75345,69535
318355,180011
981665,431160
220033,106877
283117,228901
35167,35560
72542,73855
239323,85210
122764,97259
73908,52189
89950,62883
71263,43930
249755,117612
167447,118096
101934,111084
416940,281475
303056,228110
142588,75878
266219,187228
186500,129288
293519,162690
1087350,869048
339088,178845
189812,110605
290594,163611
221883,150585
353210,169682
340212,254689
1779497,828197
585408,291802
391488,229878
649038,282336
132990,62182
1087420,656759
148363,105025
326696,352950
176300,159741
450250,478057
580128,443170
739668,618088
2598050,862319
1420300,1004444
273184,243091
1273000,689549
295578,208033
247651,153473
364133,161891
106235,84869
1352790,1006878
169483,176213
389995,325284
346687,321845
356717,260817
161308,148157
484641,334216
393990,312406
225690,194215
152766,75141
153820,102060
492870,383199
146025,158921
208540,199369
235458,206534
281881,150605
398885,191007
86944,101940
270908,170695
141238,113404
285475,173765
1240000,978004
750050,499812
465000,339101
360341,237588
992000,518261
442800,269631
188688,115105
280084,250348
153670,108171
142978,70082
141238,82749
122300,84787
224904,155120
135634,106940
123540,72886
110256,59094
223996,178470
344270,192328
153883,131060
280900,493478
327724,241857
46486,42366
471972,319761
744002,659487
217293,156227
382762,357411
585038,442208
811898,623412
361500,275882
738702,650270
466880,396726
555712,387029
315535,274662
237036,226718
134770,99659
320634,213239
236860,119163
228840,173637
281180,215895
186012,176640
253305,189032
210252,164484
351355,261893
229500,138875
267000,269731
134000,146529
166440,105952
173236,123519
128213,95639
260292,217545
381338,336694
312493,223348
94813,70232
603580,418123
109659,100259
518419,323570
618165,283037
278004,212806
196830,159715
874842,434073
416618,377826
232320,228657
605910,466258
112470,107600
539486,481469
157870,101983
993272,445582
323925,353558
84939,76116
365376,178090
134823,79255
184760,126096
512734,360913
75017,68520
395770,270443
87987,74542
491870,345410
143106,146938
148778,128528
100560,86193
249466,187424
180766,157786
304309,248967
113796,105460
485904,332063
178616,121204
191874,187829
127480,116063
215642,161050
122273,120548
339700,191219
443230,271708
281701,144904
188985,133631
129886,86809
131850,65956
260042,100498
184149,125458
689234,443698
270333,245337
709008,334874
233740,159685
212620,126161
95956,95794
444358,200920
577798,498340
349648,214397
507060,232378
611574,528277
390521,326628
220798,210615
318366,366187
360995,324416
359300,409877
418690,324653
629832,523334
292887,192897
166936,130841
271924,230205
307030,207019
245370,186248
410032,256440
293759,224703
184702,160902
69962,59842
113632,85420
634845,560702
416609,258233
218720,210760
167567,75925
147420,127714
207958,209606
150596,105864
181042,125116
204337,160497
465124,318520
364214,174740
1049802,598755
387348,262772
396500,263142
142659,84932
478296,211765
525410,334816
194346,114285
310214,219691
373771,193418
197423,120800
573913,336759
121868,98203
143400,85037
114040,74683
965904,389530
182653,83174
133485,100828
1278446,535560
310180,152756
357728,224890
146817,106677
253652,265054
62271,52775
479096,349264
591768,351716
454900,421892
256030,176841
89448,79220
84009,80043
84000,73036
172560,171629
253835,173585
237355,139557
89900,82551
284640,182578
314663,201216
119500,103175
119975,102967
425664,530098
569782,370546
139790,112094
203239,105502
147220,107253
256792,204911
586660,409270
252380,151685
241766,156958
405169,260458
276064,241480
229373,110268
757765,393733
98412,97546
129352,126583
143573,110790
117661,86156
194219,155685
42510,47253
58696,42172
113114,111434
184500,139142
223449,136189
118045,125643
155523,101724
86139,103037
37376,26142
122100,88171
313543,193427
131336,110104
113736,109122
252420,145231
86150,72892
243000,114149
95938,91432
259659,201017
368002,137329
186139,149778
474891,299961
344000,245962
412387,329007
305620,258163
541498,458099
1643880,1249680
845500,538911
412115,229350
444730,396379
359724,221588
1691518,1533644
291254,199612
561035,462983
594000,210821
514860,418469
331250,237838
207673,114892
137828,110559
256400,128529
410324,265634
103475,82629
386437,255928
690185,347231
272876,166222
218512,137865
138745,91152
248971,180622
68186,48162
532864,187135
269591,148268
165761,99507
126546,86890
135946,121001
96315,69288
181258,116395
53806,35271
120477,74404
85187,85841
73000,46709
365008,193712
209719,135196
189256,102628
641500,461139
172520,162711
246100,197429
269623,183681
105941,67900
469966,443213
171400,139697
31724,28922
467666,433077
484116,221570
144103,106543
258776,326190
272002,196245
102246,56705
114295,63623
73566,30802
67970,61505
52236,29662
120120,67810
139829,79448
96265,84165
131752,65161
142994,58941
289400,222006
206230,85497
185965,136697
142660,104731
204644,167411
385620,284920
81870,55962
621706,426061
49852,37196
155834,160009
210418,193969
146860,102630
122189,56169
297047,237190
118876,74817
236835,150469
481406,294743
426072,273120
322103,203121
236759,102158
96934,51122
102085,90553
181722,174151
167000,102572
114248,91356
66299,69591
170127,140108
481396,279010
129103,77810
301058,252503
113475,85492
89760,81401
68685,41630
90361,90418
135022,107756
81264,82028
66182,64280
106997,95217
177507,118730
143266,100500
165477,114105
167669,148268
159458,100528
114900,93251
133873,73123
65936,48641
71449,58283
64945,49917
82756,59347
35601,27498
66481,62965
128241,96493
118874,91630
78594,67584
184145,157526
238354,164471
141176,106145
60604,59529
92851,80813
98484,73937
143009,108140
134059,97995
106363,65002
152107,108631
157776,115341
165924,95920
59856,63214
137021,109620
299597,170197
163873,104225
345311,293570
63035,54301
47679,56979
93242,87522
109601,89201
44521,34000
68434,40099
132116,79826
86370,61145
103566,94129
65046,64548
120240,91840
95603,72447
61270,74122
70284,48241
215690,89473
115252,35282
109208,52099
101087,77767
227869,127717
195098,131990
268157,226385
132590,112150
202382,158210
345188,306599
85158,66326
214072,124336
131220,100129
87778,53402
217278,161972
210371,144293
108307,99620
337774,253361
236494,155566
120055,110754
166829,78729
439027,247480
1032419,581897
421330,311948
341690,288197
144774,179034
634003,461838
273769,146120
149478,103731
113864,115647
67774,63248
127528,95617
56490,53392
304476,258407
103725,110852
74084,51193
273279,222841
199988,99796
161720,72262
1145524,493410
569622,333333
405428,244162
71982,57058
268203,178141
187238,123750
138990,116049
127173,74808
177205,120303
167310,78251
369923,240998
272965,161949
217048,83168
87968,76132
57769,47602
128673,130054
323870,191420
100075,90256
84049,100816
598403,376788
84194,60509
355392,188210
112583,84940
94717,82413
145445,99337
58150,46005
79739,70351
163938,96376
83250,71062
57135,48983
228833,94564
135060,113217
204580,105328
327550,148466
139838,83989
205795,100656
74755,74355
127850,95001
273937,140511
141320,92699
81445,70351
123224,52159
89797,41217
138143,61164
82028,69771
231609,106633
219198,89441
138768,98185
171520,118384
94690,77630
239625,102481
134440,91525
127930,91880
519882,296032
276840,177604
245605,135248
216224,170466
94340,71718
487600,233935
121076,82216
216961,122296
106577,90845
128586,108791
159252,152969
142954,130404
257222,149197
117398,114658
139998,138888
159556,84202
190288,90589
470056,342111
118285,107514
204110,199769
159158,146377
216358,143035
100490,90450
95046,83022
103554,99825
447968,225294
554538,202317
241336,180062
121528,102516
149400,112363
464014,323982
889404,358442
99170,94793
357624,231973
96230,91112
389600,276376
160529,104105
496975,379710
93773,56689
151819,121598
106790,98411
84384,54976
169443,142767
173337,118975
164525,123950
98660,72295
87394,94268
134570,84806
129530,108069
192673,168049
164184,146082
111330,99061
61469,57436
88290,66929
201079,126589
77145,73737
94887,86466
105305,86382
50529,52925
700485,580082
36498,34322
83182,83871
178105,115524
153718,139582
225394,169242
43974,42438
105884,100602
1305080,770250
63390,50229
388762,185335
45572,47303
219850,128265
105228,75081
129905,130964
134641,114605
98182,86676
258555,137235
72395,42215
127370,67475
230426,127231
86962,63800
121719,87525
76292,66392
78011,65336
81333,70627
62895,35552
148818,109786
68303,77904
63810,41499
35614,21952
67056,36022
107102,92652
140833,74215
119920,122808
554543,336935
37127,23311
42287,32264
260142,128505
68340,41809
42870,33152
139410,74524
35040,30495
83575,70255
381944,159244
105541,114126
165245,83045
293700,168056
47080,35433
89655,111543
144615,62591
226320,146465
134780,88986
127779,72477
115510,137058
112098,84833
249505,102291
80644,71319
109985,89734
382630,242375
231599,175136
194231,122988
151163,104092
236725,174438
138260,111444
147900,73895
219570,114522
128835,90168
102141,82767
119035,40341
127065,63400
188942,136167
129013,82776
135292,116096
257502,179500
272815,131626
258938,164347
181390,126543
81618,90348
444226,206021
241916,185083
249365,245431
164540,129856
308284,174667
71597,42818
196205,168351
107670,106928
101510,75144
177814,61253
294595,218184
109815,99975
99445,52713
188936,108999
143165,52034
102592,43410
112577,56008
118354,81948
147871,108218
124790,77690
113961,51305
111041,52209
181744,104497
168102,124128
781589,605750
143440,83246
51688,38362
248703,144501
125895,62618
289965,98078
135324,85582
312510,117723
80568,50029
136180,115993
60737,37714
149875,103222
60020,65403
46706,26772
85730,53660
126718,116149
111255,108681
114312,107787
56179,36513
61504,48627
45475,62824
50672,56983
58620,46009
254425,201107
123410,205297
159825,136108
48215,33479
48490,42354
122845,105781
82725,76729
170135,179862
78644,72585
99105,91311
183460,150955
127085,104398
115771,94419
323488,129562
178838,175359
112433,103572
123078,115719
122154,84251
99006,72336
125835,148960
70010,53038
142405,108611
117899,93000
85182,87800
533654,118836
88861,92584
142918,112779
176222,127649
611110,561611
160345,130427
530550,281503
249084,179555
322864,151274
267064,192459
390253,144665
109860,86570
247668,96590
216117,158267
433008,236149
127230,102584
73384,41932
115625,90182
65407,50713
60177,39934
105960,79932
169976,162568
116415,81549
115835,115558
152550,119601
170010,141866
493923,252254
223311,189019
179759,128244
75472,55636
159322,129460
105400,77493
141481,118692
144730,117112
240220,100813
309858,296887
163721,123562
202013,111844
310887,232799
625760,255208
213467,133303
70359,66690
208515,183050
31621,29581
11988,9988
72336,33475
17294,18214
115280,85870
37694,34862
111003,136589
89520,97232
85996,101277
120865,65949
202845,135390
40606,46351
77981,64906
26430,19900
99268,57032
73035,94757
68220,90169
85572,96955
76245,85821
184722,82639
50450,44933
66280,77290
114303,105347
271490,370477
129226,64505
100011,77737
67532,50686
157506,117582
110264,79727
304850,348177
106204,71708
129609,85094
46600,32592
165197,124737
120800,96047
179168,118431
101864,66520
240180,292086
307907,202728
81955,78601
142874,136746
331280,187480
184198,138733
710880,679084
482660,445518
834234,714642
144562,114049
88926,81802
1132498,850576
399310,365446
308557,235946
150615,135073
221521,174922
146061,151145
305230,324083
220380,194035
165949,169691
211873,175801
161900,173102
184088,175416
345599,324382
104080,113769
196742,201909
293211,260761
266797,283778
261634,236458
405696,420024
574340,613202
279932,283418
143321,163832
291203,290163
135666,136292
354000,372095
394198,340172
668430,439099
180846,293004
202591,187563
346686,333598
265034,252641
359487,349480
634885,592632
118225,126602
86790,86609
95950,86547
101980,102451
175078,180132
147968,136317
250152,239419
614030,567813
410280,411381
306828,223712
298938,253410
189766,180990
240452,210486
134803,126764
546892,444373
575303,510237
264604,244215
353000,355116
380338,284144
291972,282036
175080,166708
126524,140918
315640,293883
130736,125910
198045,184663
201566,192594
385630,426749
260998,259407
173912,167690
225420,233780
225032,222249
497088,462393
233424,227883
122629,119715
376350,325193
351306,357522
204185,219485
488254,383053
224120,193489
103936,92293
223110,240777
125574,128357
283004,316631
126340,117290
186069,172164
166880,147207
281130,249228
124516,133523
201372,188656
439917,284632
286449,282556
141272,140268
364828,435016
225660,189896
244723,220162
395428,407433
150200,153053
485023,466256
156658,145804
891201,558347
204331,253866
292328,283100
655640,616959
186788,179155
223710,221853
115332,110085
336914,340836
133360,199318
151562,139015
194993,230273
64507,65207
146143,136175
159242,220354
170861,190659
483999,348704
94612,87361
237194,191564
252380,223296
337697,233250
197444,187593
346317,319101
162917,163404
232264,352461
245153,240805
434406,370083
121259,126273
1955231,618866
114524,115167
313108,253817
267493,241145
100863,101746
173018,170883
537453,543395
88901,99671
130441,125019
88968,86074
150920,149492
682996,633270
450017,441885
170167,183280
142978,154923
110956,119275
598722,566671
293044,291523
213766,198164
290600,238752
220028,226535
272200,274177
522083,501893
349300,288646
878821,743720
1030590,993998
1128100,894175
115810,101943
281104,282069
556436,532249
844160,668164
566171,328392
120408,124709
182040,167592
416660,343658
164028,158230
173951,156491
126383,130581
175570,181860
67137,62883
304414,278085
117548,131731
135805,127829
143243,210230
64770,82527
131987,138647
126700,120333
101208,103192
134930,143640
222430,212918
138890,136779
92012,92625
98155,141941
241717,206945
169018,196105
114972,121350
103320,105468
221558,219138
108190,114936
103384,107977
109422,100327
214375,213001
200160,219386
414725,246597
79487,67610
511470,354747
360793,303344
140966,133392
98170,98016
213950,181998
460054,245010
117468,108625
82618,82380
67224,69350
72208,71983
95771,107766
106408,101127
122322,121468
64655,68064
37181,41293
84044,84495
72891,73300
34606,33265
236568,216159
101506,96515
139331,144244
343920,347282
147370,154818
90960,81148
207400,150533
199450,200338
176995,207464
150745,145199
171140,168919
448250,365832
451905,478553
177496,176100
112710,122285
48753,46487
167372,149319
844648,780841
284138,295352
123760,121685
658300,563019
137200,143385
727208,519232
114960,120050
28855,28056
215800,200029
438975,405453
256825,229439
207524,242833
130598,130192
200135,221037
426947,343491
206554,192546
100298,110936
518933,378665
91040,88181
218178,215243
88934,87826
138750,133685
93638,97764
107015,154987
223690,188540
138074,128803
130760,128108
156830,144800
636269,557099
83750,83972
136179,123926
266973,223303
103755,98572
124521,137519
351651,430833
527235,443818
141599,157784
77390,94871
114099,124425
94651,132629
910380,597216
174872,178337
184494,217897
51451,66928
268919,216676
126984,115969
138946,164134
244601,100594
68458,71449
114285,118780
80902,84828
90065,89970
54084,53831
128515,138627
124426,115971
113378,134581
128345,105160
165386,164922
125601,97119
136957,101285
102947,113201
70612,69458
93046,108052
150495,159238
157633,164162
84393,82333
150232,166903
198722,175936
121741,127064
145698,137075
54674,54177
117564,116325
105609,96412
70985,75639
71040,68612
57255,52905
41948,41284
131756,148342
48045,46970
362760,263669
30460,30736
193010,188861
94693,94913
108906,112377
305457,302278
365745,234829
282358,244753
83500,66875
46550,49802
103500,100686
41870,43297
109861,106439
66291,78378
92750,86614
220536,172640
89834,116877
50555,53787
137295,146710
112827,116832
136737,135611
99567,101217
63175,67434
245765,260450
58342,60419
114854,121868
123405,116767
105020,100406
36145,36687
44675,42537
74655,75436
88124,90148
98250,92754
68098,72336
62581,71000
87443,86186
78321,79919
59831,61354
71851,81700
41122,37073
87423,92013
86197,84443
92489,78196
110598,103152
46570,44912
47004,44371
87381,110584
73073,73598
76425,81532
54460,54627
264942,220861
89991,101535
511758,507775
714695,554259
948700,360978
206334,209602
220776,216810
102568,111011
114700,114420
255190,194655
199100,203943
142200,139077
225927,215827
649783,614797
123264,128724
