toinc,ttotex
185820,146847
492065,1704887
140445,137428
99841,85603
226382,204982
47817,43452
87835,81424
91025,86224
282123,285078
421167,366113
930815,625723
229232,216649
242081,238850
201636,182700
87400,87167
254547,204294
293095,253856
166739,164007
153777,140339
301600,287835
95501,94793
111580,111556
270585,239564
176700,177398
76260,73932
121100,120955
132960,130359
102725,102684
317290,284522
943615,485798
1041606,562448
504144,353388
109225,106252
962002,665237
448580,389185
147272,126604
281188,262595
96300,92368
227570,193077
154400,146977
99502,103029
90042,85873
79012,71625
81841,76604
148801,128324
170047,159736
85972,84059
93342,91070
287628,279089
49397,44973
120307,111808
64548,57157
225092,248939
79615,78273
118057,112150
122145,118951
84278,82589
73248,68843
246806,227870
32443,31122
234316,221652
74877,69903
238115,198187
75024,73561
73896,69938
207643,192586
101040,88548
202295,162079
96338,94779
125360,113563
124788,97733
142765,115095
148560,144480
97920,89424
155200,161460
259710,195762
58762,53655
140649,137574
76720,80123
236443,234722
105335,109636
408485,358309
403520,352505
316137,310015
584212,513659
331549,303678
197683,198433
177685,151287
224795,195490
460935,430409
73078,74176
160512,158264
149843,146217
123194,113770
42410,38116
138122,113909
164135,144702
154685,151188
100627,96999
138398,119951
146106,149316
172800,168217
130513,126340
134330,122765
128219,121781
185990,179234
310371,283433
126255,120904
135153,130417
253296,228930
178580,190064
162806,154887
235854,188802
148037,145186
183400,179977
149054,145013
130468,125671
111427,82546
135300,128441
203260,169186
237460,222641
131772,129699
859950,746813
236000,234874
210752,135818
1165146,934416
75021,74492
87000,86133
62549,62220
223149,220968
55405,54880
104002,81545
417770,395584
380368,350818
320290,190758
254090,253780
153120,148541
400320,389481
189252,185764
454705,196880
162263,136900
192381,129887
275244,227500
219579,153237
444402,239773
129872,118663
107424,82082
119350,109655
119630,110466
135596,100320
50340,51713
463410,328469
130563,129124
81411,70497
85472,83786
168983,155529
258038,207948
284365,169472
57819,56179
128623,122099
160515,139800
138329,99721
81089,229354
95092,93549
586090,323252
96033,90480
390120,308264
231004,229470
352867,313741
103464,100622
125186,115992
179302,140395
412212,336403
552912,480209
306654,302523
124030,120804
282454,253510
106764,98208
167071,144607
120813,80328
88008,87295
103768,98751
156460,137522
206904,194574
380265,269418
51634,49833
245751,230898
209135,186994
59124,52942
123448,122768
116956,118257
79088,80384
71647,67379
70728,69354
113060,111689
115072,100006
204947,175743
89768,81020
52685,50580
68711,59389
114202,99929
262357,207861
28830,25948
186843,140687
60352,52746
65857,64271
99658,147363
61864,61347
58511,54527
62808,63380
75039,70483
87483,85116
184442,156855
161287,137502
99565,85275
82192,80147
108497,103362
279856,251856
61651,61172
111590,102423
68810,66793
246190,234060
32596,33940
64425,60830
55614,54208
49931,44089
50969,48324
82849,74581
68652,68074
78176,75247
70472,88028
118520,90483
117269,110434
108068,100336
98739,95217
135054,118461
358580,321675
287986,267060
297461,280339
169920,155873
99926,98449
214004,207509
175932,158496
67276,62490
128574,123570
71850,69723
172150,164006
324168,294624
155150,151236
160120,131855
123065,123797
267460,247241
258370,250678
236695,167081
142886,150561
71845,63036
350689,347698
115136,104960
92589,88193
308226,301980
146613,136912
112768,111317
18543,16378
160345,154791
75181,57621
119302,117095
174414,161079
134267,93992
133616,128118
131419,123759
265019,243212
98765,81950
121947,113748
84154,82401
235067,222124
60935,56341
88512,78858
407067,361720
273972,316946
116522,110982
225270,250694
173825,158933
260298,249282
391950,380366
244114,213515
161331,155104
201377,142851
155680,138003
313262,262341
329202,287515
184172,170223
429170,252861
587538,424126
186152,184811
177510,175623
195680,181040
374850,288074
653300,431167
506065,458574
407025,297064
695928,546174
183875,192609
311560,264151
555428,394029
464796,351930
150523,147002
1050976,593474
144245,139125
568730,360058
513740,326005
459092,433838
84185,83570
370881,284736
499485,365393
561712,546681
167460,165607
75150,65636
251187,188967
203863,179465
214350,161171
123264,119837
116576,107380
250470,155233
514549,439730
180700,177502
161269,153363
458598,335133
114251,113687
468360,400210
75008,73433
436637,364869
71775,63829
114934,110213
334772,323417
450496,365153
460400,387862
64280,65938
66838,58698
71240,68319
68051,62606
125923,120030
85057,88171
75464,77972
101155,99544
47845,47084
95362,62868
201483,193036
348820,245191
146968,142767
262223,169500
329389,303385
324002,298916
204708,118311
232643,178047
233425,177989
343477,419837
160772,123508
110450,95267
257430,213880
134809,111818
140873,107357
141995,121946
82619,58590
51284,39576
129882,122711
137384,93397
68004,48587
48960,39117
284010,146551
329869,249998
57656,52353
189628,170300
78420,53590
116106,96634
114015,101045
138061,117080
457790,298924
1227000,689194
148632,93958
632362,361016
1624864,721570
184690,114797
121310,84956
278512,246544
122836,110112
1009910,472890
1138189,601085
276405,179477
95835,101199
190674,122620
729778,555431
152502,167648
110170,56599
216039,127084
163754,131424
107060,84640
202840,169868
114755,100946
108716,103673
72600,68479
325674,309941
309431,278449
208100,152359
145326,103928
506590,269422
104256,87032
554706,342645
468220,446888
205808,206897
104106,92748
165683,112403
130135,122101
525434,163813
265014,206450
90216,55703
128880,114179
167301,148685
150988,113559
462544,319220
132045,97031
391345,276445
330695,282880
426200,313594
1381146,822648
1598270,1095827
775015,642420
724677,425246
640027,455706
920887,660023
987952,852917
718872,494297
403420,354261
838526,678556
2008980,911348
1140250,561179
750577,487144
1159620,802277
1204500,834202
1194404,639212
381336,337581
693302,618657
539358,363398
513890,469062
980240,823288
1002550,876734
335616,259613
160972,144375
451737,324996
481900,368048
448779,309700
371591,272203
162448,164224
234860,182200
319517,278905
518502,363647
129115,102926
126620,126364
116475,159363
334784,247598
177285,111987
150907,152323
146357,145905
406088,189529
376190,334248
423690,223037
490844,328990
152608,114373
570607,456165
229357,196371
215820,220912
52157,50964
381983,310211
392178,308795
319456,322541
297410,252926
273410,262188
66762,53355
468240,392570
382613,224321
214414,204635
253400,248169
230078,175213
207793,178869
114870,101340
144176,104283
159893,143543
129122,99368
666878,472529
1065268,1392228
505518,229711
743290,439898
537419,341809
303870,244737
406850,378829
661255,608328
443572,406069
618600,592620
551402,460207
688158,515786
234735,212614
756666,324038
340156,272217
479762,365805
590558,483648
155462,109262
275321,215600
144346,118939
241737,212850
309004,289464
250390,233024
308600,182081
168776,131181
152047,117331
335954,208591
709024,473170
605745,412868
382250,230712
527414,419773
156521,71622
263436,224035
148380,139925
377346,314819
422667,702864
766748,514212
215511,162053
800270,643345
761716,674349
277876,256927
113552,99477
268664,273417
1298618,556043
688301,523187
163384,119983
92594,83457
598374,554124
127351,78246
355513,279587
1291091,813686
793284,281047
215530,144042
217955,213787
198232,126738
359540,266142
240715,201537
128040,117825
223194,157069
311265,177390
477246,331859
297620,206266
92340,63817
161663,126510
133196,130033
148521,145289
114726,104492
123127,104578
177881,161088
198773,136347
359864,198754
721465,581257
510280,415925
261307,198266
193583,168319
172170,127613
740120,298256
251620,214033
236232,147142
237000,116667
540552,416383
232352,216910
566366,540034
676700,462231
340464,260000
545412,375642
144617,140139
1424550,611401
144400,128423
3577000,2150113
615345,376305
2829500,462318
156861,146720
192193,174415
546021,312262
187511,138422
115851,93952
77934,72653
108104,99793
82614,65596
100229,77005
71520,53396
90118,78983
140503,85447
70261,60153
99660,85932
107878,69415
39556,31887
136036,100199
69621,59247
79506,46453
108589,61697
168764,122568
809614,719864
181944,137256
139092,123317
261072,265831
338725,305007
163265,116686
160944,123839
281548,162753
165917,144321
312846,289050
158450,99199
239720,188064
135480,104621
197094,147266
362998,237077
208230,198820
69012,64812
180942,208229
247094,238562
157675,136736
263850,269726
149109,125280
673552,904191
295668,192280
250007,225295
189842,183886
374080,311379
244030,251660
176555,127726
314108,230665
156879,162753
312428,213452
46943,34190
224194,115898
347013,250131
204757,199287
72310,62635
34369,31501
209099,158520
186575,167377
155946,106597
210687,151377
99896,85475
132903,103730
380960,258830
118617,89473
214630,183375
134540,135178
173875,135250
166526,135398
177887,155658
46609,40033
103760,76834
214667,153889
122224,106211
170073,140987
314777,142730
239611,214071
122080,93501
206299,154297
64411,53917
601479,307575
216286,198328
1013690,714419
212221,134273
263869,155913
352859,284386
389894,223558
151850,113699
451467,255835
192210,160882
232147,118378
158260,90172
292402,245877
357459,278609
145454,95554
163702,224053
246514,173581
430842,305166
191571,161824
621508,437492
184805,89646
298582,272657
247925,171176
168867,142868
181682,88877
134771,105713
339660,249426
565790,313785
318169,316244
255031,193541
137928,132512
129679,160331
141939,129507
327710,302130
265572,236719
158741,148576
383073,254836
147537,111436
229830,223109
122198,99279
199562,210610
134268,128576
132438,109353
116720,101970
210396,130166
165331,143631
270222,214753
217250,181004
264521,195559
217486,203727
354330,339503
872455,678296
135820,145717
196128,141125
537978,453451
309094,265573
235968,193611
199964,155246
138294,133898
219503,177946
329362,315590
116495,109628
200355,112347
6203960,1304519
71432,56247
291702,224543
143337,124297
543763,438192
123119,104770
70513,57299
151696,117856
270132,204355
422189,334570
345371,265473
174266,154709
324600,229896
416889,275738
348260,274421
176220,161321
118140,112767
284058,229873
103245,82184
231049,190029
126598,108072
339825,221333
572960,454423
574529,421498
326775,240396
224660,234012
185060,194946
153050,147653
318372,251479
190715,184408
406982,389154
80378,61788
329076,278140
117971,117128
281409,127787
266649,211838
103843,85201
633974,565722
218886,195846
210390,161213
159303,127142
412301,193322
247635,151974
227134,137791
205409,156318
210234,206478
153522,152961
192578,126081
148469,95575
184036,185292
276616,143644
194550,165016
152769,148385
314195,289762
627424,523859
343323,256261
338036,267830
194088,162640
92012,88855
145380,138170
48600,47624
110327,70353
78718,56661
324239,240238
53160,44407
163867,93275
113164,93393
76415,56687
116117,83911
62359,61492
57955,42952
154513,104240
149046,98657
145956,114867
195044,108522
94575,61134
129857,88600
86005,69577
122090,110561
88817,57842
141826,101537
194564,190469
357169,269526
327274,350032
145870,139640
106894,84752
208213,196871
176746,167131
194334,252706
192517,131628
288384,220413
80843,55652
1202496,899030
1838035,915502
844654,768802
871027,712619
249348,228014
216200,189061
250986,223039
239629,167650
74550,55689
408812,285277
72757,64191
510110,293898
298724,234721
1252994,695270
165650,164597
214424,137400
97612,86166
322284,212179
1154860,367237
503822,326895
178046,176189
253305,249409
589292,332390
392504,326549
1557986,1389785
667661,543818
602900,518188
2540380,1672973
2155298,2313164
454655,333835
171646,151323
639733,230850
514491,235993
529526,796663
307070,252064
67908,57805
137608,143903
187511,168372
94337,76145
246837,259307
186606,157167
348936,277956
137808,131111
255864,141820
135389,98642
188362,159102
125044,132251
187082,135107
241025,140682
255363,204205
1053442,559815
105983,96975
167828,134238
83758,57502
356496,306589
133225,126855
321021,273723
360008,267607
196004,181061
236686,275912
387191,270805
1093998,678757
644182,270998
293310,275077
358964,262317
551019,568388
122904,105620
263366,239902
587000,468295
284245,277018
296536,242424
743222,296790
219104,100693
456972,240627
594728,406329
384581,247621
568536,372240
109870,92726
111338,92394
278324,331670
286414,263916
310542,253241
865014,739559
762064,538102
619629,523042
252792,245508
404015,264983
343302,276895
94855,80189
466705,251186
179520,134484
166248,139692
271178,269105
125571,113947
232024,173448
200502,138866
305185,207400
157379,78199
159880,156314
572390,294132
248478,208999
306020,226071
593491,395842
143531,140138
120266,134491
113340,108480
228573,217165
183800,149881
219856,209422
412367,228514
81478,60199
356973,290173
185258,140531
313597,221943
237224,229262
342330,333245
693686,310175
101400,94852
143911,170533
341404,312328
720580,459401
341299,272770
164497,113864
190294,156206
405998,348677
495400,359155
225850,163135
363392,218991
951160,726305
594325,470880
390344,372755
250580,219861
147244,117351
286004,234409
435342,325327
94184,93276
190826,193133
541700,347580
714888,519311
128999,132669
106772,62116
411754,319747
181870,164144
120592,88912
246666,243140
521086,397543
320078,251281
678119,622242
196980,127178
56334,50987
129634,120239
131784,96114
413925,434802
187615,173601
186975,214807
178722,147902
621266,258305
71763,81616
134558,116409
68202,62821
124588,108411
132642,97188
93426,95287
260485,166771
97020,87757
149384,142568
303567,185420
142773,85269
178149,178429
112222,113199
108714,90257
78306,70246
104071,64721
97495,94664
95696,92674
36918,35853
83484,149312
271493,238567
83381,87156
91686,82514
42008,36848
73546,58751
78727,64290
78898,53288
99766,88206
53048,48484
113147,101264
91848,78973
197025,177823
79047,72932
45152,46737
886221,582963
112513,108730
117395,115802
340470,291197
229855,201521
226640,203009
592198,528427
599754,313369
195835,153368
451530,356962
126620,106251
559596,455993
495650,290751
390990,344618
122529,113765
455180,431533
106438,100049
128955,101288
198398,128887
703032,624040
1863718,898735
453752,339854
126854,84860
219786,140050
152100,136573
461256,394926
502290,323788
412550,393895
518496,489834
305544,362126
539604,224979
574732,271578
547208,407318
1004960,794143
291556,167462
366654,308133
774340,1366007
144169,107220
179092,122782
436287,260546
102099,74963
96423,93671
103690,77218
90623,65683
213620,187366
215887,178382
232150,131942
197504,203218
131691,113807
561356,156680
160756,95287
163562,127094
184360,170396
184483,156973
182312,157103
182434,127750
122225,106252
104621,90030
216360,201983
107205,95009
52389,47071
65778,57480
294843,212202
58442,54599
70613,59493
153836,90423
78650,66467
144834,151934
103197,104406
210956,139216
94870,77502
118392,104275
121545,105461
92603,64249
142527,133395
412306,331584
554710,558262
344208,331686
1281840,612595
303699,287616
421476,407964
200590,196306
226241,172392
347177,326998
328769,354945
482822,293662
196937,161310
124841,106466
130637,88086
136487,113995
167344,146295
180668,149849
178869,122012
203470,168359
111464,78351
211090,143431
346521,283596
283545,97898
343274,217706
392413,406195
299666,307925
239086,192950
86504,82055
159046,103804
169727,119836
108400,109689
397975,360419
386244,342194
114623,108039
129833,121934
165551,90113
238187,175796
270740,269373
143353,137586
210571,197522
117836,94480
153825,125140
305720,304127
312090,308516
200476,171918
90314,89761
211086,151483
187340,165905
58482,46552
466000,263364
199002,251024
371148,258924
404237,289451
316245,244657
575565,301348
542775,454503
261485,195604
180250,135578
990000,429952
286452,254771
273416,234495
600000,362326
264000,174001
1058470,595127
231592,210795
42308,38232
378140,232925
286800,233422
224232,143583
134185,99493
133853,80951
58159,45372
271900,181603
178954,137478
635072,594327
411284,308511
87452,45533
842880,461752
388640,262761
362177,279964
314000,285553
522420,358758
728288,414262
476795,310888
364692,158592
251558,173085
348562,226578
174360,173369
511970,356842
412498,208462
161683,108707
187075,166006
598740,308018
503638,433169
562778,394594
314204,177838
156435,120867
157663,139834
429750,314847
121200,94604
814964,597634
447767,330296
719990,473492
133904,119058
386046,348509
201337,167278
133780,140844
256000,164480
319700,178360
247130,183254
205020,152249
417264,275899
148490,139626
147384,139190
321970,224889
376729,268956
189260,174334
281930,188549
251600,239420
177554,171206
180000,171547
133316,118020
228620,212459
72753,75326
218522,161783
109250,103151
213700,181645
235136,198000
132200,130974
72595,68618
700668,528697
212200,171050
358253,306509
398314,302766
194280,149827
267180,247255
185520,173536
225585,168760
539930,185245
267135,231010
155662,142435
117964,80786
116000,94112
206300,147182
125617,124382
145259,145817
379250,339132
385742,365176
64911,51921
339850,271129
212458,202807
162056,115002
156517,125914
256890,227140
300816,274246
432072,685315
388847,326478
119660,84515
141244,100416
481106,358482
282638,222190
408976,335880
221412,208296
47940,45202
150712,120018
122910,113113
180257,152442
537354,388368
231600,189094
611713,419936
119737,108955
867934,450070
204818,129262
104607,90765
594180,346582
341773,231933
315553,207209
101205,80112
195912,104014
108831,97219
305664,254298
162490,110107
91167,64165
242172,229503
70701,59139
117152,113161
85257,78743
239563,168425
131782,104935
128661,120708
181449,165235
134417,123824
294210,157699
375874,313893
148890,140573
104950,215835
569345,292258
638537,475188
1086300,888346
245204,216966
300000,179390
218468,158855
321298,233850
503989,255618
268288,220246
372732,254711
171558,159721
122866,122930
190852,190050
320094,296899
315320,237882
397998,376319
203640,182316
136174,116575
231806,230427
263193,156660
538602,471094
319650,214526
170904,170997
125266,108567
138500,134971
119298,122069
142864,102048
385178,207592
287065,198478
128430,86261
154473,120031
116982,103623
59977,53701
261276,224728
516794,487761
189052,145037
149326,148432
246369,167880
294520,201580
236194,138459
560501,404869
251235,202903
184749,108202
175559,125501
97763,95846
306670,255889
349921,273323
86464,83356
277517,213262
124595,98802
210693,147642
206017,119041
568830,235397
649901,549825
151462,133526
280956,230769
906167,736066
433495,384865
206622,199414
128835,108334
762393,787169
127796,110768
167158,150893
203193,175405
38993,35421
474456,405315
235113,170304
505938,266028
195000,130218
503587,304989
573567,478001
300935,192474
346528,276179
636167,211388
363586,314115
259250,233554
159877,107971
104465,82648
115638,102204
329632,215982
90985,81826
185582,161042
109382,89765
295307,262806
115080,102422
68176,63789
72850,54347
72330,74701
154065,143185
78752,71995
245942,208144
112039,91043
225604,169836
137028,130149
172371,156696
84204,64524
85818,66825
215155,180972
208512,188859
141563,128337
130287,105828
131503,106409
450115,276393
247145,189414
134730,115630
96581,74391
174559,88285
167790,127106
541800,185581
86340,86098
211460,125679
217124,106572
152641,129067
268891,217904
72911,53714
126970,91923
390164,233274
367335,310773
67030,69729
179465,144809
523874,403403
330840,239603
221050,173498
356440,200211
248339,178438
604788,471542
98580,93167
261121,265901
439175,310314
122894,118841
142154,154387
106383,87120
110312,121424
235833,188220
60240,55364
567983,634814
137835,123834
107618,86813
72060,47655
159194,118446
86653,87770
108163,81480
115400,92671
156813,134874
155735,117905
63942,62027
111751,91200
1062673,453195
156098,144177
90186,85546
134408,102973
147848,114605
181810,133338
87202,67078
86343,81714
767404,420871
226138,249649
517366,350407
369133,295893
116534,90492
323209,203252
178901,113965
131431,126580
140893,159474
109572,63929
700260,220071
188964,124661
95053,106263
396520,322767
122230,125110
257092,128288
815911,400628
539240,244976
248787,151551
237975,249439
137536,111685
85924,64776
223108,188004
101467,89545
391604,280043
115833,111691
486483,436613
77164,74926
107991,95039
114795,74862
170226,149348
88860,65140
47208,48236
53158,56192
78736,67870
96551,96410
92290,78796
77836,70210
66118,59317
100500,86445
40120,37952
76115,71365
115342,105944
103558,67631
79850,69736
80174,66947
66124,65715
118396,95973
39949,31783
69878,62232
156778,105086
57160,52913
144428,86244
88945,64837
241807,172097
113861,108085
96090,91048
104485,102766
22090,20419
87923,48860
150611,137448
151593,127377
39043,35100
93158,76562
120910,201885
91998,78995
152238,146767
108011,111115
167397,81320
53510,54101
209783,124806
61590,60482
163355,95740
79630,72369
107377,77582
109038,82744
69010,57431
253072,160247
55232,53242
69095,55377
68901,63169
220520,164669
106132,82580
127935,101309
57530,44545
75611,58487
60311,57927
536282,494004
366605,188596
846320,311244
202880,162809
77495,72257
142916,95942
53042,46628
118847,92201
266944,172328
176356,132516
32770,21363
58136,50594
303496,221397
83424,61966
80762,75401
123309,98671
82158,55306
119615,78855
61737,49514
157725,149631
88300,84713
49307,32511
51148,26994
74471,53632
62912,55900
250434,209644
61920,57786
144407,86406
94890,64099
75730,71941
441064,280931
193336,115020
63346,58186
108418,101871
71668,53814
132107,90016
80830,58623
130653,122360
75202,65319
70600,58770
93980,67835
35061,31286
79433,68817
42229,39740
80065,74910
64236,54996
65894,55447
54227,51624
84000,71417
63708,59802
50696,49314
113088,98922
260857,219253
35052,30915
77776,72341
48068,44446
40453,33889
122181,109727
77707,67503
96955,87529
33526,32088
166180,130013
93347,85195
84034,64483
68007,66534
112622,91427
118578,113863
76573,75980
130715,126072
120852,67218
70294,65975
91477,73985
96920,97001
66210,64069
84577,79579
200110,175795
431536,311717
195470,135244
88045,114445
72484,55789
94965,67644
138258,125667
61790,51773
137118,124374
107177,104929
198330,133704
596410,382774
318963,161244
204300,244417
517510,252404
191566,152294
118387,104703
244016,252894
234740,207277
56640,37883
218411,184195
75932,63589
183408,137746
73689,44855
101291,94337
67253,56621
39678,30532
55436,41249
60577,46189
68257,63845
98582,89673
106020,67712
484244,356967
122139,145395
396530,264747
466105,232140
145583,118101
128936,110507
142174,99994
102104,81616
99797,99001
170305,144744
106040,103567
151812,132970
88315,82982
241180,224355
121745,111563
200397,165417
112563,107604
98449,80254
145912,142050
191821,170979
104430,108676
272304,166797
95620,77604
120009,99527
287139,310995
152170,108618
221738,159009
461050,250885
153858,124361
322728,322721
204298,165183
127274,115204
138577,135898
171346,67766
96583,97537
100559,83360
153835,147474
184327,173897
299000,190131
135048,121579
166422,88207
84715,68945
86766,57174
139299,126652
168271,129418
235164,195491
254013,199383
101404,73630
316362,236932
119506,110467
223509,143770
103900,85019
175232,137651
240652,203362
134720,131576
884328,347514
118012,104870
113890,78086
297310,200335
909980,622484
769294,421059
241906,238540
186250,172241
142625,83199
118600,89456
192159,88853
183052,162067
116118,111563
713785,264136
256374,121738
99321,90197
448277,426915
114347,119318
203512,186113
279154,234375
44302,31475
213955,189179
146511,129128
88265,77408
157816,147905
53744,49293
153776,105205
109719,78906
64063,49073
48495,37304
64363,62656
87739,88356
80076,63454
79508,70786
127755,116671
77944,73543
98577,98036
70916,66649
38956,37754
50279,46595
64826,61368
111965,103501
95348,54520
115301,93539
113508,99591
41581,38732
455237,202105
88970,71848
184728,178255
68028,50638
115835,81482
144268,124421
150978,77273
233080,175765
40008,32571
86184,63863
91090,71642
44746,43268
104021,90829
17440,10510
72596,65149
48264,46282
146208,109766
140108,106581
81570,53399
125067,102565
307971,263087
153965,129544
64907,60884
38524,34377
85583,80371
82575,80420
40427,43024
50903,42419
43648,48609
60778,58175
88889,66956
64399,62025
128243,105338
141250,131276
138632,118002
44804,40400
84104,69886
44540,39520
122054,112678
88602,83885
128666,116942
126081,115369
116368,109436
301009,162956
72709,69546
102917,96048
147232,126646
114960,79199
67637,64748
102161,87118
158251,77850
57374,114430
99190,94360
107653,94869
54694,50391
129708,91665
560059,274590
247186,171636
133265,112491
162690,118799
526449,212941
75578,40537
83847,67031
103184,67599
146610,123919
131685,118073
94020,88845
181925,144194
98768,74947
111958,77451
138230,83819
165544,109362
95444,50299
154641,142398
332605,206043
141174,107929
153372,97359
117127,88420
116384,83316
131330,75202
166983,116229
168106,95784
226495,179635
105019,78805
115921,82160
68922,49012
129407,105125
142194,103841
151300,98879
118579,99853
143355,122447
187387,168271
320640,217133
179845,104949
136789,120468
553167,522013
174814,103216
214530,256498
209996,164983
124935,131664
160111,146961
141931,128839
164916,140807
221536,183779
170460,153481
104901,57824
87055,65060
122586,99932
178544,135228
85623,75000
123817,88432
406002,196283
134310,100546
115018,43599
46747,29462
141206,108770
183534,145423
117213,104538
182838,116532
153874,92577
170400,123411
217940,125423
112726,76506
136387,115717
108550,102767
103656,71977
433440,339604
89528,64958
147149,142784
158273,115525
181287,143246
402052,237596
174869,152089
381380,208871
180214,141933
287751,117894
94534,190085
111425,65606
92613,81523
63342,52617
383204,286167
298945,117948
104249,84602
115176,89984
405419,224421
140478,171321
161018,150656
64343,59789
99632,82632
238115,137099
229375,199373
288975,147313
269165,186316
204645,122520
151539,118869
207706,136523
112450,99846
101582,72839
659869,224929
333014,268320
132059,87525
119610,108449
135775,99476
207460,158517
151068,142083
506740,363241
358033,219461
112958,90455
326180,148257
138860,105841
132751,97880
71110,52343
134065,138147
96227,65860
245384,90115
58454,41046
247746,212356
49734,41754
89039,53075
180097,135429
28620,24225
106970,77264
49359,47164
824354,580923
413748,218482
89725,36935
100513,59421
293136,179758
129269,90265
142945,113463
143222,120302
183799,127088
121396,78219
344632,181917
102500,83484
217003,186630
104724,82444
260991,258205
189759,162352
121307,103538
217985,148338
115874,65603
268803,234973
135872,100669
124006,98021
169828,99563
45748,40310
68205,66612
187504,91255
399204,288715
474943,321741
194282,175703
76222,56048
71098,52373
720310,543510
91051,75000
86982,77685
86042,79206
85664,80540
318174,266155
146015,97288
438740,373016
135180,102525
105088,67550
216124,217680
156990,116078
369594,263108
473704,340724
139838,99064
619309,354640
110985,71866
99700,78004
134788,117432
316785,271064
174290,148412
314557,311675
266200,153763
210270,112959
175430,116881
525400,199183
145460,133483
122380,96631
187190,89916
90300,71736
97770,68896
126840,95124
93300,79883
218768,182929
215142,210652
189387,146751
46279,42710
166828,150850
82546,89644
222579,208068
241770,159335
88227,81527
328318,153090
82949,60993
122066,112063
100070,55364
128918,107486
102855,87464
165128,122907
551017,424323
112444,98839
107842,66956
107036,89186
166277,114626
81627,67260
161616,95446
3228664,1086287
90335,80908
95152,88874
168778,121045
238775,198163
78125,34341
173549,95352
161000,110418
143462,122818
110550,64873
159187,112577
141163,78547
124300,107403
79370,70082
77039,43001
167009,155804
298334,218381
54975,34657
83744,66805
98340,82959
100485,78103
147146,83157
235422,215217
2028088,1463055
93210,68091
199913,130879
180088,92159
224554,185494
1275410,1090371
340627,290371
273518,227893
310772,261090
95070,66454
97958,71602
537478,365387
69692,53837
86082,50502
602282,416710
172349,93959
386014,138764
104237,96450
87179,74376
119433,110192
67064,39449
101636,86577
46801,33129
198305,166457
257989,213185
191028,88913
123139,99945
142440,86448
133655,88482
151190,115098
123855,112232
615451,439101
149870,145477
130880,98569
90607,74082
145400,128937
186834,122318
115783,94064
68166,74984
21357,22176
102600,69121
62810,45716
113603,94183
77496,70179
55829,56540
38524,53278
81382,82692
22771,26289
84156,68206
87366,92743
328619,213119
311360,195528
290760,160959
58551,57169
147411,145940
47503,53663
79476,79917
51023,54303
713395,423925
141268,120493
95822,99274
28944,27447
66596,68368
203717,183757
55628,53593
119988,105109
47895,32069
74187,65814
100770,100363
71580,61402
48158,50057
81500,83275
70881,71286
168285,122427
41633,52246
104209,83789
88262,72500
44432,44779
118407,122043
53479,61044
78131,79067
765290,697772
410450,332241
115300,131559
722975,524826
105240,105617
48683,51104
171240,85362
212895,161093
103493,120703
136433,134986
277518,270542
2513000,968480
596606,502268
139275,108667
1046838,705891
726850,378678
744496,588183
180493,97672
160580,169423
63581,81508
96770,113074
102906,127959
100925,115979
81382,77821
44262,45793
78814,79518
111581,83464
121874,88850
181783,154861
134975,100165
180592,166838
148217,86999
241981,210040
61691,60677
130205,131378
46660,30603
95917,56968
166033,107838
420966,292603
226625,198770
137761,101807
271387,174093
102782,78608
125578,111839
229353,101382
93996,56661
118556,59127
53600,50203
117489,80295
130181,104772
2152577,681547
509740,272870
558589,376938
154603,131235
187627,204899
97897,95621
656266,321478
194775,188041
136555,147834
385525,476728
333280,197648
184056,178681
430074,341701
129402,113827
280713,177854
257718,209605
183077,161393
145301,135651
57791,57563
138825,143048
118666,141692
130403,117227
87281,91396
123189,141390
89553,60989
204450,217877
112619,100633
199416,233530
153817,95532
127619,152992
248825,246299
165138,112296
257831,189558
113079,120725
190271,158102
116958,129200
154651,154654
261951,95882
133970,87599
119668,119012
169260,150214
247670,144596
118070,106294
173800,161773
255820,183890
316605,326858
112125,73782
240670,205017
257241,149439
199282,184610
99193,89952
311280,275744
381402,346787
405602,361967
94693,94690
397095,356382
83410,78365
207763,168293
103918,107093
266646,271261
129158,136662
738108,523586
124728,144337
97502,83879
103728,93982
157736,136566
260609,203350
241625,234664
91763,99085
98235,95214
168677,109541
298556,246694
122358,123031
149314,126453
1126443,793685
186374,131045
74448,61991
203915,174510
141144,119507
407984,193401
174593,185719
84045,87759
151373,100263
233210,203375
121505,131711
512680,556676
256264,223053
138109,142935
226704,213130
93647,123339
351600,327230
214003,219420
124827,121311
104378,97219
228580,291094
136793,101931
184909,151689
165279,132182
273577,224381
90755,79053
196836,106766
42871,44440
118997,87485
124896,70277
111435,68152
141761,127764
62258,61714
78114,91370
60778,62090
134951,123378
176383,150148
109543,106832
64387,68954
617433,471225
123363,144926
83358,89489
89933,85955
71400,37710
126798,125153
100805,82338
126626,122176
93179,112788
117761,107993
85737,69663
61765,58405
170893,144681
135524,188628
86724,69661
131998,124213
321926,213210
121345,91690
247197,199826
95896,80384
84928,66847
121814,140624
84695,103095
208534,215931
90174,92451
123581,89756
90914,105786
111458,112834
137329,127407
48802,46314
62124,61570
114959,95577
118458,95821
529954,409776
99840,118330
160324,166512
456315,214814
158851,144205
145201,129040
97192,73134
192900,166284
117830,102445
131195,133284
181268,153601
184165,154774
146375,104324
293189,319231
159942,150786
199389,159211
143659,167851
131711,150424
215792,94690
128152,166865
92975,111407
242010,129354
68455,106335
82120,69649
